소득,연령,신용대출총잔액,장기보험사고접수건수,월납보험료,보험유지기간,리볼빙건수,현금서비스합계,대출한도소진율,은행계좌유지기간,신용카드일시불이용률,자동차사고접수건수,대출금액,금리,신용스코어,최근6개월내미상환대출총건수,대출유입경로,연체해제일로부터의기간,연체여부
21600000,38,17000,3,1124830,68,2,0,99.83,4776,93,0,3000000,8.59,768,1,모바일앱,99999,1
0,54,1105,23,105510,81,0,0,100,9304,57,0,1000000,7.52,930,1,모바일앱,272,0
39200000,37,46569,3,160620,144,0,0,97.4,5348,83,1,1000000,7.68,872,0,모바일앱,99999,0
30400000,39,29411,3,141300,137,2,0,95.38,5019,77,0,10620000,9.56,768,2,모바일앱,99999,0
23200000,39,9301,5,177550,120,2,0,100,4951,96,0,6000000,9.56,793,1,모바일앱,99999,0
20000000,37,0,6,62200,130,0,0,0,3730,91,0,3000000,8.57,974,0,모바일앱,99999,0
50000000,52,84995,0,521870,189,0,0,99.61,11035,67,2,3000000,6.98,845,0,모바일앱,99999,0
50000000,57,31000,29,1852290,166,0,0,96.89,9772,55,2,14000000,7.68,810,1,모바일앱,99999,0
41600000,43,68800,23,61790,164,0,0,93.37,5761,95,0,15000000,7.06,896,0,모바일앱,99999,0
33600000,66,12508,0,241190,88,0,0,80.63,1134,92,0,10000000,9.56,841,0,홈페이지,99999,0
50000000,51,33000,7,162270,148,0,0,85.03,11385,52,0,25000000,8.59,786,1,홈페이지,99999,0
50000000,43,159933,2,250000,56,0,0,100,7987,25,0,25000000,7.52,877,1,모바일웹,99999,0
34400000,43,53758,0,90680,167,1,0,40.19,7886,93,0,1200000,8.01,777,1,모바일앱,99999,0
32800000,59,9152,22,98930,136,2,0,0,7829,87,0,24000000,8.01,851,0,모바일앱,99999,0
34400000,44,29427,3,335280,114,0,0,100,6127,75,0,20000000,7.52,883,0,홈페이지,99999,0
32800000,47,14933,13,85370,115,0,0,97.63,7954,56,0,10000000,8.01,812,1,홈페이지,99999,0
36000000,40,15000,4,295930,208,0,0,99.34,6241,125,0,6000000,8.01,894,1,모바일앱,99999,0
24000000,53,20000,0,132770,150,1,0,0,8031,56,0,3000000,7.5,884,1,모바일앱,99999,0
42400000,48,43229,4,654490,173,3,0,93.93,8655,66,0,3000000,8.01,777,3,홈페이지,99999,1
24800000,65,17314,4,201000,44,4,22105,96.15,9528,20,0,2000000,8.59,751,1,홈페이지,99999,0
26400000,40,0,14,114160,129,0,0,67.92,7578,0,0,20000000,8.01,945,0,모바일앱,99999,0
30400000,52,0,3,175640,115,0,0,91.23,6203,93,1,20000000,7.44,842,0,모바일앱,99999,0
29600000,48,3000,0,74330,190,1,0,92.55,6765,86,0,3000000,9.56,860,1,홈페이지,99999,0
44000000,68,0,0,1850000,132,0,0,91.33,8663,100,0,25000000,7.04,917,0,모바일웹,99999,0
50000000,40,43900,1,196250,107,0,0,98.96,3498,44,0,25000000,7.52,946,1,모바일앱,99999,0
25600000,48,8990,3,197540,181,1,0,92.9,4679,268,0,16310000,8.59,930,1,모바일앱,99999,0
22400000,37,21151,10,82460,96,0,0,0,4447,89,1,14000000,7.68,847,0,모바일앱,99999,0
30400000,46,8733,3,100000,65,0,0,98,8381,47,1,1000000,7.44,846,2,모바일앱,99999,0
36000000,48,30000,4,577990,103,0,0,100,6424,92,0,3000000,7.55,894,0,모바일앱,99999,0
40800000,35,72300,0,373450,100,0,0,0,4680,43,0,25000000,7.52,868,0,모바일앱,99999,0
32000000,51,12668,55,177920,192,0,0,85.39,3677,23,0,19920000,8.59,802,1,모바일앱,99999,0
25600000,43,20486,1,311890,97,2,0,99.87,5282,88,0,5000000,8.59,847,0,모바일앱,99999,0
26400000,43,2900,8,537480,223,0,0,74.78,8204,78,0,7000000,7.11,930,1,홈페이지,99999,0
24800000,46,12900,24,322680,193,0,0,93.75,7838,52,9,21000000,7.19,875,1,모바일앱,99999,0
50000000,45,20000,6,332830,56,0,0,0,6993,100,0,5000000,7.45,894,1,모바일앱,99999,0
42400000,62,35342,21,1046210,205,2,0,51.15,3899,56,1,3000000,7.68,749,0,홈페이지,99999,0
50000000,47,14304,1,90640,185,3,300,93.72,7696,63,0,6000000,8.01,776,1,모바일앱,260,0
29600000,43,15077,5,173860,106,3,0,95.51,7770,67,1,11950000,9.56,781,1,모바일앱,99999,0
23200000,40,19528,0,153490,62,2,6000,91.45,6049,46,0,4000000,9.56,775,1,홈페이지,99999,1
39200000,67,0,5,165900,28,0,0,0,5846,90,0,25000000,7.44,945,0,모바일앱,99999,0
38400000,39,99400,0,143930,128,1,0,100,5645,76,0,3000000,8.01,824,0,모바일앱,99999,0
32000000,40,0,8,217600,145,0,0,96.1,4677,85,0,25000000,7.52,938,1,모바일앱,99999,0
41600000,52,20900,1,185070,165,0,0,99.44,10394,0,0,4000000,7.19,844,0,모바일앱,99999,0
20800000,48,19683,10,296290,163,0,0,98.8,9937,57,0,25000000,7.06,859,2,홈페이지,99999,0
24800000,44,14991,2,110600,163,1,2500,97.63,4859,36,0,10000000,8.59,798,0,홈페이지,99999,0
44000000,34,63900,3,115420,141,0,0,99.83,4392,47,0,5000000,7.52,886,0,모바일앱,99999,0
31200000,48,16265,7,100570,161,1,0,98.84,4796,0,0,14480000,9.56,784,1,모바일앱,99999,1
32800000,38,10000,2,137240,131,0,0,97.88,3382,62,0,2500000,8.59,870,1,모바일앱,99999,0
50000000,55,199222,1,107220,83,1,0,0,7105,49,0,20000000,7.06,837,0,모바일앱,99999,0
30400000,43,27858,6,51240,68,2,0,73.33,4105,79,0,10000000,8.59,848,0,모바일앱,99999,0
25600000,41,28417,1,195700,158,6,25600,73.24,4925,15,2,3000000,8.59,759,0,모바일앱,99999,0
16800000,35,35460,1,146570,136,1,0,52.25,3670,58,0,4020000,9.56,761,1,모바일앱,99999,0
20000000,69,0,2,185240,110,0,0,94.29,5405,0,0,17500000,7.52,945,0,홈페이지,99999,0
36000000,40,13585,5,308930,166,0,0,98.1,6702,75,0,25000000,8.2,859,0,모바일앱,99999,0
26400000,37,42565,5,55210,162,2,0,81.25,5104,35,0,8770000,9.56,753,1,모바일앱,99999,0
50000000,45,123000,1,94270,113,0,0,77.12,8105,86,0,3000000,7.68,812,2,홈페이지,99999,0
16800000,32,17901,12,74520,89,2,0,93.59,2314,63,0,1000000,9.56,824,1,홈페이지,99999,1
20800000,40,57269,12,101160,160,3,0,0,6883,65,0,3000000,9.56,777,0,모바일앱,99999,0
32800000,48,21806,2,172730,135,3,400,99.65,9369,70,0,3000000,8.01,805,0,홈페이지,99999,0
33600000,36,44452,2,151420,152,2,0,96.41,4790,41,0,3000000,8.01,824,1,모바일앱,99999,0
39200000,49,38405,20,278210,205,2,0,97.84,2543,77,0,3000000,9.56,810,3,모바일앱,99999,0
36000000,37,31827,4,194110,147,1,0,96.63,5203,62,0,9000000,9.56,764,3,모바일앱,99999,0
18400000,36,0,10,207760,167,0,0,82.49,526,68,0,9890000,9.56,948,0,모바일앱,99999,1
49600000,58,4333,9,191750,88,1,50,97.09,10649,30,0,25000000,7.68,866,1,모바일앱,99999,0
23200000,43,34215,0,251660,34,3,0,0,8093,54,0,5460000,9.56,750,2,모바일웹,99999,0
29600000,54,20406,0,99500,89,3,3600,98.53,3557,20,0,9400000,9.56,751,1,모바일앱,99999,0
22400000,47,2000,1,192770,154,0,0,93.49,3760,0,0,5000000,8.59,856,0,모바일앱,99999,0
32800000,39,12343,12,1140170,95,2,0,96.57,2601,64,5,22500000,7.52,837,0,모바일웹,99999,0
33600000,42,68607,4,568030,180,5,0,99.96,5840,92,1,22400000,7.52,888,0,모바일앱,99999,0
27200000,56,9250,8,479000,129,1,0,100,8621,77,3,5000000,7.19,870,0,홈페이지,99999,0
38400000,43,55393,4,164750,114,2,0,92.04,2611,82,0,3000000,8.53,828,0,홈페이지,99999,1
29600000,59,96697,0,70000,222,2,0,0,4474,51,0,3000000,9.56,749,0,모바일앱,99999,0
36800000,54,11611,40,292200,196,5,19100,98.38,8836,22,0,7390000,8.59,752,1,모바일앱,99999,0
35200000,50,0,13,358640,156,0,0,0,4503,100,0,9000000,7.68,995,0,모바일앱,99999,0
38400000,44,30783,1,52160,88,0,0,82.24,1827,74,1,19000000,8.59,790,0,모바일앱,99999,0
19200000,32,7942,5,157560,132,1,0,97.39,1239,20,0,8660000,9.56,803,0,모바일앱,99999,0
40000000,54,11885,8,70030,173,1,0,100,8345,43,0,3000000,7.52,851,2,모바일앱,99999,0
28000000,47,39790,13,291540,171,1,0,100,5804,95,0,4500000,7.12,896,0,홈페이지,99999,0
18400000,37,6647,3,256690,159,3,0,94.56,5801,76,0,1200000,7.52,846,1,모바일앱,99999,0
27200000,44,37200,1,116950,93,2,0,97.17,7949,66,0,1000000,7.19,909,0,모바일앱,99999,0
20000000,48,0,4,808900,121,0,0,43.88,9459,78,0,9000000,7.04,939,0,홈페이지,99999,0
29600000,37,18135,9,269330,100,1,0,70.15,5774,91,0,25000000,7.52,907,0,모바일앱,99999,0
25600000,58,0,9,468650,210,0,0,99.17,10250,0,0,3000000,7.19,875,0,모바일앱,99999,0
37600000,43,63400,4,251990,171,2,2000,92.3,6646,20,0,11700000,10.08,765,1,홈페이지,181,0
25600000,30,18898,5,90930,144,0,0,96.54,2912,17,0,5000000,7.52,891,1,모바일앱,99999,0
24000000,49,30225,4,187510,124,1,0,0,8051,92,1,20000000,7.52,857,0,모바일앱,99999,0
40000000,49,99000,3,449860,164,0,0,94.99,8236,80,0,3000000,7.44,896,1,모바일앱,99999,0
44800000,45,5000,11,361510,166,1,8000,96.78,4258,34,0,10000000,7.06,842,0,모바일앱,99999,0
42400000,52,20000,4,139870,147,0,0,100,4529,96,0,24600000,8.2,907,0,홈페이지,99999,0
28800000,40,11429,2,151390,105,0,0,99.37,4810,0,0,3000000,9.61,857,0,모바일앱,99999,0
48000000,49,101520,1,169000,166,1,3500,97.8,8198,49,0,25000000,7.06,850,0,홈페이지,99999,0
18400000,49,4549,23,360590,196,0,0,88.21,7510,29,0,5000000,9.34,907,1,모바일앱,99999,0
28800000,49,9200,11,73270,171,0,0,96.33,3824,89,1,3000000,7.44,861,2,홈페이지,350,0
32000000,47,30000,3,132900,29,0,0,0,3861,98,0,25000000,7.52,946,0,모바일웹,99999,1
50000000,41,9000,5,93350,177,0,0,44.85,5396,92,0,10000000,7.52,935,1,모바일앱,99999,0
19200000,42,19500,17,166680,171,0,0,81.28,5740,77,0,13000000,7.44,896,0,모바일앱,99999,0
30400000,47,10911,5,125350,107,1,0,90.65,4350,90,0,3000000,9.56,836,2,모바일앱,99999,0
28000000,26,15466,7,68430,146,0,0,91.96,1794,89,1,16000000,8.59,867,0,모바일앱,99999,0
40800000,45,14131,2,86180,190,0,0,96.33,5602,97,0,25000000,7.19,945,0,모바일앱,99999,0
50000000,53,193564,8,870920,189,0,0,99.57,11909,84,1,3000000,7.55,896,0,모바일앱,99999,0
34400000,57,0,9,308720,162,0,0,94.43,7290,50,1,25000000,9.59,977,0,모바일앱,99999,0
31200000,53,1475,3,51080,123,0,0,100,10442,0,0,3500000,9.92,875,1,모바일앱,99999,0
21600000,40,45738,3,66890,159,1,3500,100,4706,57,0,3700000,9.56,781,2,모바일앱,99999,0
35200000,38,38439,1,352490,124,1,0,26.3,3684,50,1,12560000,10.08,773,0,모바일앱,99999,0
36000000,37,4971,7,167450,99,1,0,75.45,5401,89,0,8000000,7.52,883,0,모바일앱,99999,0
48000000,46,0,4,489880,89,4,24100,95.46,8559,24,0,5000000,8.59,886,0,홈페이지,99999,0
20000000,38,0,16,343350,127,0,0,84.47,6125,0,0,13500000,8.01,822,0,홈페이지,99999,0
23200000,34,24627,3,57530,38,0,0,0,4172,81,0,3000000,8.01,914,1,홈페이지,99999,0
50000000,42,65500,6,172460,188,0,0,100,7058,100,0,15000000,7.45,875,1,모바일앱,99999,0
20800000,36,53873,1,137500,101,0,0,93.37,3695,56,0,5320000,9.56,778,1,모바일앱,99999,0
42400000,40,18315,6,235870,166,0,0,100,3165,53,0,3000000,8.53,784,0,모바일앱,99999,0
50000000,49,55699,6,1091880,157,2,0,99.55,9590,58,1,3000000,7.68,754,2,홈페이지,99999,0
20000000,46,3252,2,150590,121,0,0,97.07,4541,42,0,3000000,7.68,886,0,홈페이지,99999,0
16000000,35,22900,35,291370,86,0,0,98,5160,100,0,8320000,9.11,793,1,모바일앱,99999,0
48000000,57,0,26,196250,133,0,0,96.69,10000,88,0,25000000,8.01,820,1,홈페이지,99999,0
50000000,44,26332,2,196220,155,1,0,36.19,5439,91,0,25000000,7.52,907,0,모바일앱,99999,0
20800000,37,2000,0,55000,131,0,0,100,3277,100,0,2000000,9.56,846,2,모바일앱,99999,0
24800000,33,22251,0,189860,110,0,0,100,3760,79,0,25000000,6.99,896,0,모바일앱,99999,0
16800000,59,45809,11,127640,161,0,0,30.2,11102,62,0,3000000,7.68,834,1,홈페이지,99999,0
50000000,41,10000,5,93350,178,0,0,99.09,5406,92,0,15000000,7.52,935,1,모바일앱,99999,0
28800000,43,1809,2,103930,146,1,0,51.55,4237,88,0,1700000,7.52,883,0,모바일앱,99999,0
50000000,38,6900,25,610970,141,0,0,42.11,6326,95,0,25000000,7.12,898,0,홈페이지,99999,0
24000000,36,4644,2,63170,108,0,0,94.24,5932,59,0,10000000,7.52,891,0,모바일앱,99999,0
50000000,44,13865,9,343570,152,1,0,31.18,9263,74,1,20000000,7.68,857,0,모바일앱,99999,0
32000000,40,27703,0,79010,108,1,880,98.81,3780,86,0,1000000,8.01,795,2,홈페이지,99999,0
0,43,1809,2,103930,146,1,0,51.55,4237,88,0,4000000,7.52,883,0,모바일앱,99999,0
20800000,43,8000,1,107500,75,2,0,83.18,8213,72,0,3000000,8.88,846,0,모바일앱,99999,0
22400000,40,0,0,127860,65,0,0,94.89,5540,0,0,13000000,8.53,881,0,모바일앱,99999,0
24800000,42,0,0,160660,80,0,0,60.47,8149,39,0,2000000,8.01,923,1,모바일앱,99999,0
21600000,36,40066,4,78860,106,2,0,91.08,5629,46,0,5490000,9.56,803,2,홈페이지,99999,0
27200000,40,88923,2,274140,67,0,0,0,5672,45,0,20000000,7.19,909,0,홈페이지,99999,0
22400000,55,3278,2,663770,78,0,0,100,0,0,0,8000000,9.56,788,0,모바일웹,99999,0
33600000,48,22500,9,78590,126,1,0,99.29,7960,78,0,20800000,7.68,894,1,홈페이지,99999,0
24800000,46,9450,24,369640,90,0,0,82.18,4183,58,0,20000000,7.52,838,1,모바일앱,99999,0
40800000,48,46655,20,677190,49,0,0,90.86,8367,36,0,5350000,9.11,769,2,모바일앱,99999,0
32800000,51,19510,3,108280,157,1,0,100,2054,61,0,12000000,9.56,782,1,홈페이지,99999,0
30400000,43,23014,2,487080,135,0,0,80.21,4673,87,0,22730000,9.92,839,1,모바일앱,99999,0
24800000,39,115464,2,282200,165,2,0,98.81,5208,33,0,1900000,9.56,779,2,모바일앱,99999,0
24800000,45,27278,2,250640,34,2,0,0,3292,59,0,7500000,9.56,781,1,모바일앱,99999,0
16000000,36,20320,4,216040,117,3,30,97.1,5432,77,0,3000000,9.56,770,0,모바일앱,99999,0
20000000,42,11836,2,56870,95,3,0,96,4229,86,0,7500000,8.59,762,1,모바일앱,99999,0
25600000,55,4609,6,330960,180,1,0,99.08,7830,78,0,24000000,9.59,910,1,모바일앱,99999,0
35200000,34,20000,0,250000,52,0,0,94.92,3332,91,0,5000000,9.56,847,0,모바일앱,324,0
28000000,51,15764,14,182320,165,1,0,91.14,9756,92,0,10000000,7.19,883,0,홈페이지,99999,0
50000000,57,120000,,250000,194,1,20,98.66,8664,85,,3000000,8.32,879,0,모바일앱,99999,0
27200000,41,3000,0,76380,119,0,0,100,2362,28,0,18000000,8.59,807,1,모바일앱,99999,0
22400000,42,9833,4,159910,136,0,0,95.44,3836,73,0,4000000,8.59,842,1,모바일앱,99999,0
24000000,39,3986,2,96020,26,0,0,0,5190,100,0,17000000,9.59,901,0,모바일앱,99999,0
32800000,42,46767,5,218610,162,2,0,99.29,7882,71,0,3000000,9.59,878,0,모바일웹,99999,0
50000000,59,38217,0,131450,176,1,0,90.96,10886,85,0,10000000,9.56,771,1,모바일앱,99999,0
32000000,58,0,0,58000,50,0,0,0,1277,17,0,2000000,8.59,849,0,모바일앱,99999,0
36000000,40,10000,2,403960,75,0,0,69.62,5078,84,0,5000000,9.01,909,0,홈페이지,99999,1
23200000,52,72185,9,304300,219,0,0,84.03,5670,75,0,3000000,8.01,778,0,홈페이지,99999,0
32000000,44,36728,10,170630,165,0,0,88.77,3998,92,0,3000000,7.55,837,0,모바일웹,99999,0
27200000,44,38200,1,116950,93,2,0,97.17,7958,66,0,1000000,7.52,870,1,모바일앱,99999,0
17600000,39,0,0,86320,146,0,0,99.08,4097,0,0,15400000,8.01,869,0,모바일앱,99999,0
28000000,65,0,4,78630,39,0,0,0,10551,75,0,5000000,7.68,945,0,모바일앱,99999,0
50000000,35,33484,3,929400,98,0,0,96.48,5104,20,0,25000000,8.59,781,1,모바일앱,99999,0
48800000,40,0,1,58370,157,0,0,98.03,4397,0,0,25000000,9.92,949,0,모바일앱,99999,0
28000000,51,7997,6,184750,156,1,0,96.42,7897,52,0,3000000,8.01,838,3,모바일앱,99999,0
24800000,45,10000,23,322680,191,0,0,95.14,7778,32,9,3000000,8.88,914,0,모바일앱,99999,0
24000000,46,31000,3,61860,101,0,0,100,8356,78,0,3000000,8.7,838,1,모바일앱,99999,0
21600000,42,0,6,137320,172,0,0,98.6,7817,76,0,25000000,7.06,915,0,모바일앱,99999,0
36000000,42,11309,15,97420,88,1,47,99.64,6936,47,0,4000000,7.44,843,0,모바일앱,99999,0
20800000,39,0,1,203160,87,0,0,98.67,4329,70,1,20280000,8.7,935,0,모바일앱,99999,0
21600000,45,34630,2,104840,40,2,300,0,7391,36,0,8000000,8.59,800,2,모바일앱,99999,0
29600000,45,30000,5,366460,127,0,0,96.88,5300,54,0,3000000,7.5,927,4,모바일앱,99999,0
32800000,48,20000,1,161320,143,2,0,99.04,7007,100,0,7760000,7.17,964,0,홈페이지,99999,0
21600000,31,28652,0,132630,166,1,0,93.67,3996,91,0,3000000,8.59,884,0,모바일앱,99999,0
38400000,48,15377,8,516650,152,3,0,99.45,8178,32,1,15830000,9.56,748,1,모바일앱,99999,0
40000000,37,0,1,75010,103,0,0,0,4299,98,0,25000000,7.06,974,0,모바일웹,99999,0
18400000,44,23000,12,276750,185,0,0,91.72,5563,89,0,19940000,7.19,837,0,홈페이지,99999,0
44000000,57,0,0,609560,62,0,0,0,5069,60,0,25000000,7.06,939,0,홈페이지,99999,0
22400000,51,15000,12,506760,184,0,0,99.83,6240,86,1,15000000,7.06,909,0,모바일앱,99999,0
24800000,45,3508,5,75410,169,0,0,94.79,4746,89,0,2000000,7.52,870,1,모바일앱,99999,0
39200000,46,0,1,133130,150,0,0,96.16,4462,70,0,20000000,7.52,923,1,모바일웹,99999,0
20000000,61,17666,3,163640,141,0,0,92.16,8035,82,0,25000000,7.06,897,0,모바일앱,99999,0
25600000,58,32318,6,206030,177,0,0,0,8553,96,0,23600000,7.06,914,0,모바일앱,99999,0
35200000,67,20067,4,162490,54,0,0,0,14976,0,0,10000000,7.52,838,1,모바일앱,99999,0
48000000,44,0,0,324990,88,0,0,98.26,8118,93,0,3000000,8.7,909,0,모바일앱,99999,0
42400000,45,0,1,144020,160,0,0,98.69,8261,37,0,20000000,9.03,901,0,모바일앱,99999,0
32000000,50,0,0,74430,76,0,0,27.03,4455,91,0,10000000,7.19,1000,0,모바일앱,99999,0
25600000,53,15000,2,317380,236,0,0,99.37,8480,85,0,15000000,9.59,916,0,홈페이지,99999,0
50000000,44,30000,23,882270,169,0,0,93.88,5066,91,0,25000000,7.11,862,1,모바일앱,99999,0
40800000,46,0,6,113420,118,0,0,97.6,8287,100,0,25000000,6.99,969,0,모바일앱,99999,0
28000000,43,12313,1,147890,131,1,0,88.36,6275,81,0,20020000,8.53,784,0,모바일앱,99999,0
35200000,58,0,18,97070,163,0,0,99.14,10089,56,2,25000000,8.57,936,0,모바일앱,99999,0
38400000,44,0,1,241610,61,0,0,0,5257,88,0,15000000,7.52,969,0,모바일앱,99999,0
23200000,64,0,10,470680,118,0,0,100,5113,0,0,3000000,9.03,917,0,모바일앱,99999,1
50000000,57,59272,0,953310,104,1,0,96.56,10153,70,0,22000000,7.06,873,0,홈페이지,99999,1
34400000,52,10000,0,168520,71,1,0,88.5,6663,100,0,20000000,9.61,938,0,모바일앱,99999,0
36000000,42,25838,2,231480,115,2,2604,92.95,7413,60,0,1000000,8.01,756,0,모바일앱,99999,0
0,48,12318,24,529580,149,1,0,97.29,6181,91,0,5000000,7.52,851,0,모바일앱,99999,0
36000000,43,30168,1,75680,56,1,0,0,4289,92,0,3000000,8.59,777,1,모바일앱,99999,0
19200000,43,3000,21,478360,115,0,0,98.39,5023,27,0,16240000,7.53,889,1,모바일앱,99999,0
48000000,29,78503,20,225630,149,0,0,95.51,4012,56,1,3000000,9.03,849,1,모바일앱,99999,0
34400000,41,5000,0,66020,115,0,0,99.15,5236,0,0,1000000,8.59,824,1,모바일앱,99999,0
28000000,43,24500,0,151130,96,0,0,97.66,4088,62,0,5000000,9.59,847,0,모바일앱,99999,0
44000000,57,27000,1,185520,168,0,0,96.26,10072,73,0,25000000,7.19,959,0,모바일앱,99999,0
27200000,40,4906,0,54170,106,0,0,0,4750,53,0,10000000,9.92,959,0,모바일앱,99999,0
47200000,50,37000,4,285060,176,0,0,97.46,3663,90,0,25000000,7.06,954,0,홈페이지,99999,0
23200000,40,0,2,185340,27,0,0,0,4369,0,0,4000000,8.01,913,0,모바일앱,99999,0
50000000,33,3319,21,647350,70,0,0,77.06,1792,79,1,10000000,7.52,877,0,모바일웹,99999,0
25600000,36,0,9,309570,153,0,0,63.38,5668,76,0,24000000,7.11,959,0,모바일앱,99999,0
20800000,37,0,2,311020,170,0,0,87.62,5380,96,0,17800000,9.61,904,1,홈페이지,99999,0
29600000,59,20000,16,1011470,337,0,0,48.06,11408,79,2,10000000,7.55,959,0,홈페이지,99999,0
18400000,42,15407,2,238090,122,1,0,91.72,5090,51,0,8000000,8.59,837,0,홈페이지,99999,0
16800000,42,16000,7,170600,132,0,0,92.98,7946,100,0,5000000,7.06,847,0,모바일앱,99999,0
0,47,25000,2,146140,178,0,0,89.98,8358,100,0,10570000,7.04,912,0,모바일앱,99999,0
28800000,43,26747,10,95140,90,3,810,80.08,8216,51,0,14500000,8.01,775,1,모바일앱,99999,0
31200000,44,0,11,214010,115,0,0,83.77,4347,71,0,20000000,9.92,985,0,모바일앱,99999,0
23200000,40,0,2,185340,27,0,0,0,4369,0,0,4000000,8.01,913,0,모바일앱,99999,0
38400000,53,11144,3,494870,338,2,0,98.29,8765,63,0,5000000,9.92,837,0,홈페이지,99999,0
20800000,55,4820,4,489220,39,0,0,82.86,3983,69,0,5000000,9.56,830,1,홈페이지,99999,0
40000000,48,0,7,115390,87,0,0,0,7898,88,0,3000000,9.46,896,1,홈페이지,99999,0
43200000,53,4833,,202960,108,0,0,0,8678,100,,4300000,8.32,870,1,모바일앱,99999,0
23200000,37,31457,6,85400,87,2,0,98.61,4268,5,0,7180000,9.56,777,2,모바일앱,99999,0
50000000,54,7053,4,157710,199,0,0,0,8436,89,0,18900000,7.06,888,0,모바일앱,99999,0
50000000,42,84823,0,200210,136,0,0,99.88,3886,89,0,12390000,7.52,854,2,모바일앱,99999,0
48000000,41,0,1,127940,69,1,2000,91.84,5103,66,0,5000000,8.59,863,0,모바일앱,99999,0
32800000,60,21059,13,1100570,138,2,0,86.84,9050,22,0,10000000,8.01,802,1,홈페이지,99999,0
50000000,49,297195,0,199000,166,0,0,96.83,9361,52,0,3000000,9.56,757,2,홈페이지,99999,0
27200000,45,29591,2,212130,167,4,4000,92.09,7820,48,0,8540000,8.59,775,0,모바일앱,99999,0
17600000,33,19735,3,126360,28,2,0,0,3997,84,0,5000000,8.59,805,1,모바일앱,99999,0
16800000,41,6001,2,435810,119,1,0,76.51,5754,91,1,3000000,9.28,836,1,모바일앱,99999,0
50000000,44,55033,41,1164010,237,0,0,98.56,7295,63,0,5000000,6.99,837,0,모바일앱,99999,0
33600000,58,0,3,163420,139,0,0,99.85,4461,46,7,3000000,8.01,829,0,모바일앱,99999,0
26400000,43,31752,2,124570,124,4,0,87.84,5433,81,0,10670000,8.59,801,0,모바일앱,99999,0
20800000,49,3933,2,436200,78,1,0,100,7603,0,0,1000000,8.59,782,0,모바일앱,99999,0
36000000,30,42608,5,85310,35,3,24670,0,3668,9,0,3000000,8.59,778,1,모바일앱,99999,0
20800000,41,0,1,301660,125,0,0,100,5021,100,0,18200000,7.52,853,0,모바일앱,99999,0
48800000,44,0,8,65790,161,0,0,0,1680,66,0,3000000,8.01,885,0,홈페이지,99999,0
33600000,53,0,15,362880,180,0,0,97.79,9963,88,0,15000000,7.06,907,0,모바일앱,99999,0
28800000,43,20723,1,83960,130,3,4780,87.22,8111,22,0,19890000,8.01,765,0,홈페이지,99999,0
36800000,57,17947,6,70420,146,0,0,99.46,12598,96,0,25000000,7.06,877,2,모바일앱,99999,0
16000000,43,12936,21,83370,157,0,0,94.44,3737,0,0,1500000,8.59,804,1,모바일앱,99999,0
36800000,47,14669,5,184610,185,0,0,100,9461,61,0,25000000,7.06,854,1,모바일앱,99999,0
26400000,50,23622,2,199490,184,5,7480,94.22,9955,16,0,5000000,8.01,778,0,모바일앱,99999,0
17600000,38,10000,16,125760,60,0,0,94.2,5306,100,0,1000000,8.59,870,1,모바일앱,99999,0
26400000,33,18941,8,127210,43,2,0,95.77,3849,22,0,5440000,9.56,774,0,모바일앱,99999,0
24000000,39,3698,50,1518150,181,0,0,84.83,5886,40,0,21000000,7.52,899,0,모바일앱,99999,0
33600000,44,0,3,701940,165,0,0,90.36,4417,27,2,25000000,7.45,914,0,모바일앱,99999,0
35200000,47,45000,0,350000,141,0,0,100,8289,76,0,25000000,6.99,862,0,모바일앱,99999,0
25600000,33,84800,17,118780,159,1,0,97.42,2527,92,0,1000000,8.59,847,0,모바일앱,99999,0
22400000,30,6259,6,128540,81,1,0,98.08,3368,21,0,10660000,10.08,818,0,모바일앱,99999,0
25600000,31,47170,4,57950,152,2,0,100,3591,100,0,7620000,8.59,758,1,홈페이지,99999,0
50000000,55,40000,5,267060,129,0,0,99.84,5716,55,0,3000000,9.03,923,1,모바일앱,99999,0
24000000,60,28451,0,65090,96,5,5200,100,9063,45,1,4670000,8.59,775,0,모바일앱,99999,0
26400000,41,4817,17,132900,140,2,6590,100,1734,51,0,6500000,9.56,756,0,모바일앱,99999,0
48800000,57,80804,4,218970,139,3,0,87.72,12023,73,0,16000000,8.59,767,2,모바일앱,99999,0
44000000,60,23000,5,960200,54,0,0,0,5999,78,2,5000000,7.68,810,2,모바일앱,99999,0
41600000,40,68166,4,216220,112,0,0,95.76,4501,89,0,20000000,7.68,834,0,홈페이지,99999,0
32800000,45,24261,0,66980,106,1,0,77.27,7595,96,0,6000000,9.56,782,1,모바일앱,99999,0
30400000,53,20000,0,1861800,145,0,0,99.72,6215,96,0,3170000,7.68,847,1,모바일앱,99999,0
40800000,42,24000,6,174860,93,0,0,85.23,4275,69,0,13540000,9.56,811,1,모바일앱,99999,0
24000000,45,31473,3,103950,164,1,300,71.43,2952,62,0,8000000,8.59,753,0,홈페이지,99999,0
28800000,45,50556,18,277810,107,1,0,76.33,9433,90,0,18000000,8.01,800,0,홈페이지,99999,0
29600000,41,5833,13,258570,116,0,0,97.92,1808,58,0,5000000,8.59,883,0,모바일앱,99999,1
27200000,56,0,7,492710,123,1,0,90.04,8438,66,3,7000000,8.7,846,1,홈페이지,99999,0
