지점,지점명,일시,기온(°C),강수량(mm),풍속(m/s),습도(%),현지기압(hPa),지면온도(°C)
108,서울,2023-03-20 8:00,3.6,,1.1,84,1007.3,3.7
108,서울,2023-03-20 9:00,6.6,,0.9,77,1007.2,11.1
108,서울,2023-03-20 10:00,10,,0.8,57,1007.1,17.1
108,서울,2023-03-20 11:00,12.3,,1.1,44,1006.6,19.9
108,서울,2023-03-20 12:00,14,,2.9,36,1006,25.2
108,서울,2023-03-20 13:00,15.2,,3.1,28,1005,28.4
108,서울,2023-03-20 14:00,15.8,,3,25,1004.4,29.1
108,서울,2023-03-20 15:00,17,,2.7,26,1003.7,26.3
108,서울,2023-03-20 16:00,16.5,,3.1,27,1003.7,22.4
108,서울,2023-03-20 17:00,15.5,,3.5,31,1003.4,16.4
108,서울,2023-03-20 18:00,13.9,,2.6,29,1003.3,11.4
108,서울,2023-03-20 19:00,11.7,,1.8,29,1003,8.2
108,서울,2023-03-20 20:00,10.5,,2.2,31,1002.7,6.4
108,서울,2023-03-20 21:00,9.5,,2,35,1003.2,5.2
108,서울,2023-03-20 22:00,8.6,,0.3,37,1003.3,4.3
108,서울,2023-03-20 23:00,8.1,,0,41,1003.5,3.6
108,서울,2023-03-21 0:00,7.4,,2,44,1004.2,3.5
108,서울,2023-03-21 1:00,7.3,,1.8,43,1004.4,2.8
108,서울,2023-03-21 2:00,6.9,,1.6,44,1004.2,3.8
108,서울,2023-03-21 3:00,6.8,,1.1,43,1003.7,3.2
108,서울,2023-03-21 4:00,6.3,,0.5,47,1003.4,2
108,서울,2023-03-21 5:00,5.5,,1.7,46,1002.9,1.4
108,서울,2023-03-21 6:00,5.4,,1.2,48,1003,1.2
108,서울,2023-03-21 7:00,5,,1.2,50,1003.1,1.3
108,서울,2023-03-21 8:00,6.1,,2.2,48,1003.6,3.7
108,서울,2023-03-21 9:00,9.2,,2.3,41,1003.4,11.2
108,서울,2023-03-21 10:00,12.4,,2.6,33,1003,17.6
108,서울,2023-03-21 11:00,14.6,,1.8,28,1002.8,24.4
108,서울,2023-03-21 12:00,16.7,,2.2,24,1002.3,29.3
108,서울,2023-03-21 13:00,18.6,,1.1,21,1001.6,32.3
108,서울,2023-03-21 14:00,19.8,,1.4,18,1000.5,32.3
108,서울,2023-03-21 15:00,20.9,,1.7,15,999.7,30.4
108,서울,2023-03-21 16:00,21.6,,1.2,15,999,26.7
108,서울,2023-03-21 17:00,21.9,,1.8,18,998.6,19.7
108,서울,2023-03-21 18:00,19.1,,2.9,30,998.7,14.4
108,서울,2023-03-21 19:00,16.7,,2.4,32,999.1,10.9
108,서울,2023-03-21 20:00,15.3,,1.7,33,999.2,9.1
108,서울,2023-03-21 21:00,14.1,,0.6,36,999.6,7.6
108,서울,2023-03-21 22:00,13.4,,1.5,39,1000,6.9
108,서울,2023-03-21 23:00,12.5,,0.2,42,1000.2,6.1
108,서울,2023-03-22 0:00,11.7,,0,44,1000.3,5.5
108,서울,2023-03-22 1:00,11.1,,0.8,43,1000.5,5.1
108,서울,2023-03-22 2:00,10.5,,1.2,44,1000.4,4.9
108,서울,2023-03-22 3:00,10.5,,1,47,1000.4,4.7
108,서울,2023-03-22 4:00,9.8,,0.2,49,1000.7,4.3
108,서울,2023-03-22 5:00,9.5,,1.5,50,1000.9,4.5
108,서울,2023-03-22 6:00,9.4,,1.6,51,1001.2,4.9
108,서울,2023-03-22 7:00,9.8,,1.3,52,1001.1,6.9
108,서울,2023-03-22 8:00,11,,1,49,1001.1,7.6
108,서울,2023-03-22 9:00,13.8,,0.9,42,1001.6,12.1
108,서울,2023-03-22 10:00,15.6,,1.1,36,1001.5,17
108,서울,2023-03-22 11:00,19,,1.7,32,1000.9,27.4
108,서울,2023-03-22 12:00,21.3,,2.3,29,1000,32.8
108,서울,2023-03-22 13:00,22.7,,1.7,33,999.2,35
108,서울,2023-03-22 14:00,24.3,,1.6,29,998.2,34.6
108,서울,2023-03-22 15:00,24.6,,3,32,997.6,30.9
108,서울,2023-03-22 16:00,23.7,,2.4,35,997.4,23.1
108,서울,2023-03-22 17:00,22,,4.1,38,997.4,18.9
108,서울,2023-03-22 18:00,20.7,,2.6,42,997.4,17.1
108,서울,2023-03-22 19:00,19.5,,2.4,51,997.3,15.7
108,서울,2023-03-22 20:00,18.9,,3,56,997.5,15
108,서울,2023-03-22 21:00,18.2,,2.2,58,997.4,14.2
108,서울,2023-03-22 22:00,17.7,,2.3,57,997.7,13.7
108,서울,2023-03-22 23:00,17.5,,1.5,59,997.6,13.4
108,서울,2023-03-23 0:00,17.2,,1.6,57,997.1,13.1
108,서울,2023-03-23 1:00,17.1,,2.1,53,996.8,12.9
108,서울,2023-03-23 2:00,16.7,,1.4,53,996.4,12.7
108,서울,2023-03-23 3:00,16.4,0,0.5,54,995.7,12.5
108,서울,2023-03-23 4:00,16.2,,1.1,55,995.2,12.4
108,서울,2023-03-23 5:00,16.1,,0.5,58,995,12.2
108,서울,2023-03-23 6:00,15.7,0,1.2,64,995.2,12.1
108,서울,2023-03-23 7:00,15.3,,2,64,995.5,11.9
108,서울,2023-03-23 8:00,15,,1.9,69,995.7,12.5
108,서울,2023-03-23 9:00,15.5,0,1.1,68,995.7,15.4
108,서울,2023-03-23 10:00,16.6,,3.1,66,995.8,18.9
108,서울,2023-03-23 11:00,18.1,,1.9,62,995.9,22.3
108,서울,2023-03-23 12:00,19.1,,2.5,56,995.2,26.4
108,서울,2023-03-23 13:00,20.8,,3.2,49,995,33.2
108,서울,2023-03-23 14:00,22.4,,3.3,47,994.5,31.9
108,서울,2023-03-23 15:00,23,,4.3,42,994,27.2
108,서울,2023-03-23 16:00,23.1,,4.3,37,994.1,26.3
108,서울,2023-03-23 17:00,22.2,,4.5,35,994.1,21.5
108,서울,2023-03-23 18:00,20.9,,3.7,36,995.1,17.2
108,서울,2023-03-23 19:00,19.3,,3.5,34,996.3,14.3
108,서울,2023-03-23 20:00,17.7,,4.5,33,997.5,12.9
108,서울,2023-03-23 21:00,15.9,,3.1,34,998.7,11.5
108,서울,2023-03-23 22:00,14.6,,3.6,34,999.2,10.5
108,서울,2023-03-23 23:00,13.4,,3.6,35,999.9,9.5
108,서울,2023-03-24 0:00,12.3,,2.6,37,1000.3,8.6
108,서울,2023-03-24 1:00,11.5,,2.6,38,1000.8,8.2
108,서울,2023-03-24 2:00,10.8,,3.7,40,1001.3,7.6
108,서울,2023-03-24 3:00,9.8,,2.5,40,1001.4,6.7
108,서울,2023-03-24 4:00,9.3,,1.6,42,1001.5,6.6
108,서울,2023-03-24 5:00,8.8,,0.9,40,1002,5.7
108,서울,2023-03-24 6:00,8.4,,1.5,40,1001.6,4.8
108,서울,2023-03-24 7:00,7.6,,2.6,39,1002.8,4.6
108,서울,2023-03-24 8:00,8.1,,2.4,36,1004.3,7.7
108,서울,2023-03-24 9:00,9,,2,36,1005.1,10.9
108,서울,2023-03-24 10:00,11.6,,1.4,32,1005.7,18.8
108,서울,2023-03-24 11:00,13.7,,1.3,29,1005.8,23.2
108,서울,2023-03-24 12:00,14.5,,2.7,28,1005.3,23.4
108,서울,2023-03-24 13:00,16.9,,2.6,31,1004.7,29.8
108,서울,2023-03-24 14:00,18.1,,1.3,29,1004.2,28
108,서울,2023-03-24 15:00,18,,2,31,1003.6,24.1
108,서울,2023-03-24 16:00,18.2,,2,30,1003.6,21.6
108,서울,2023-03-24 17:00,17.2,,3,31,1003.8,17.8
108,서울,2023-03-24 18:00,15.9,,3.3,35,1004.2,15
108,서울,2023-03-24 19:00,14.4,,2.6,36,1004.9,12.5
108,서울,2023-03-24 20:00,13.4,,1.9,37,1005.6,11.2
108,서울,2023-03-24 21:00,12.7,,2.2,37,1006.4,10.7
108,서울,2023-03-24 22:00,12.2,,2.6,40,1006.9,10.1
108,서울,2023-03-24 23:00,11.6,,2.5,43,1007.6,9.9
108,서울,2023-03-25 0:00,11.3,,1.3,47,1007.6,9.3
108,서울,2023-03-25 1:00,11,,0.5,47,1007.9,9.3
108,서울,2023-03-25 2:00,11.1,,1.2,54,1008.2,8.5
108,서울,2023-03-25 3:00,9.8,,1.4,63,1008.2,7.7
108,서울,2023-03-25 4:00,9.3,,1.8,66,1008,6.6
108,서울,2023-03-25 5:00,8.7,,2,69,1007.9,6.1
108,서울,2023-03-25 6:00,8.3,,2.9,72,1007.9,5.6
108,서울,2023-03-25 7:00,8.2,,2.5,74,1008.5,5.9
108,서울,2023-03-25 8:00,9.5,,2.7,72,1008.6,8.3
108,서울,2023-03-25 9:00,11.5,,2.4,64,1008.8,14.7
108,서울,2023-03-25 10:00,13.5,,2.3,57,1009,21
108,서울,2023-03-25 11:00,14.3,,1.9,57,1008.8,20.8
108,서울,2023-03-25 12:00,14.9,,1.9,55,1008.5,19.1
108,서울,2023-03-25 13:00,16.9,,1.7,47,1007.4,27.4
108,서울,2023-03-25 14:00,17.6,,1.8,44,1006.1,25.9
108,서울,2023-03-25 15:00,18.2,,2.6,42,1006.1,28.6
108,서울,2023-03-25 16:00,17.2,,4,50,1005.6,22.4
108,서울,2023-03-25 17:00,16.2,,3.3,53,1005.5,18.3
108,서울,2023-03-25 18:00,14.9,,2.9,57,1005.4,15
108,서울,2023-03-25 19:00,13.6,,2.6,59,1005.4,12.3
108,서울,2023-03-25 20:00,12.8,,2.7,63,1005.7,10.9
108,서울,2023-03-25 21:00,12.2,,2.6,66,1006.2,10.1
108,서울,2023-03-25 22:00,11.5,,2.7,62,1006.8,9.8
108,서울,2023-03-25 23:00,10.4,,1.8,61,1006.9,8.4
108,서울,2023-03-26 0:00,9.8,,2.3,60,1006.6,7.7
108,서울,2023-03-26 1:00,9.5,,2.6,64,1006.2,8
108,서울,2023-03-26 2:00,9.3,,1.3,65,1006.1,8
108,서울,2023-03-26 3:00,9.2,,2.6,64,1005.6,7.8
108,서울,2023-03-26 4:00,8.9,,3.8,48,1005.5,6.5
108,서울,2023-03-26 5:00,8.5,,3.4,44,1005.8,6.1
108,서울,2023-03-26 6:00,7.7,,3.2,43,1006,5
108,서울,2023-03-26 7:00,7.1,,3.8,44,1006.6,4.7
108,서울,2023-03-26 8:00,7.3,,4,42,1007,6.3
108,서울,2023-03-26 9:00,8.4,,4.3,42,1007.6,13.5
108,서울,2023-03-26 10:00,10.2,,3.2,37,1007.5,20.8
108,서울,2023-03-26 11:00,12.2,,3.7,22,1007.2,26.7
108,서울,2023-03-26 12:00,12.7,,4.2,19,1006.6,29
108,서울,2023-03-26 13:00,13.6,,4.6,21,1006.2,30.8
108,서울,2023-03-26 14:00,13.5,,5,16,1005.9,30
108,서울,2023-03-26 15:00,13.6,,4.2,19,1005.4,28.1
108,서울,2023-03-26 16:00,13.5,,4.2,19,1005.3,23.8
108,서울,2023-03-26 17:00,13.2,,3.5,17,1005.4,16.8
108,서울,2023-03-26 18:00,11.5,,4.8,22,1005.5,11.3
108,서울,2023-03-26 19:00,9.4,,3,23,1006.1,8.1
108,서울,2023-03-26 20:00,8.1,,3.5,24,1007.1,6.4
108,서울,2023-03-26 21:00,7.2,,4,26,1008.3,5.1
108,서울,2023-03-26 22:00,6.1,,3.3,30,1008.9,4
108,서울,2023-03-26 23:00,5.2,,2.6,34,1009.4,3.2
108,서울,2023-03-27 0:00,4.7,,2.4,37,1009.7,2.7
108,서울,2023-03-27 1:00,3.7,,2.3,41,1009.8,2
108,서울,2023-03-27 2:00,3,,1.6,42,1010.3,1.3
108,서울,2023-03-27 3:00,3.2,,2,46,1010.2,0.9
108,서울,2023-03-27 4:00,3.2,,2.5,45,1009.4,0.7
108,서울,2023-03-27 5:00,3.3,,2.6,45,1009.7,0.5
108,서울,2023-03-27 6:00,2.2,,0.3,44,1009.9,-0.2
108,서울,2023-03-27 7:00,1.9,,0.8,49,1010.5,0.1
108,서울,2023-03-27 8:00,3.7,,1.2,45,1011.4,3.1
108,서울,2023-03-27 9:00,6.1,,1.1,40,1011.9,12.2
108,서울,2023-03-27 10:00,8.8,,2.5,35,1012,19.5
108,서울,2023-03-27 11:00,11,,2.4,28,1012,25.3
108,서울,2023-03-27 12:00,11.3,,3.2,27,1011.5,28.5
108,서울,2023-03-27 13:00,12.9,,2.6,24,1010.7,30.7
108,서울,2023-03-27 14:00,13.6,,2.9,21,1009.9,30.5
108,서울,2023-03-27 15:00,14.2,,2.5,24,1009.4,28.7
108,서울,2023-03-27 16:00,13.5,,4.1,28,1009.5,23.4
108,서울,2023-03-27 17:00,11.4,,3.2,38,1010.3,16.2
108,서울,2023-03-27 18:00,9.6,,3.8,38,1010.9,11.4
108,서울,2023-03-27 19:00,8.3,,3.6,50,1011.4,8.3
108,서울,2023-03-27 20:00,7.2,,2,60,1012,6.6
108,서울,2023-03-27 21:00,6.4,,2.4,68,1012.6,5.5
108,서울,2023-03-27 22:00,6.1,,2.4,72,1012.7,4.9
108,서울,2023-03-27 23:00,5.6,,1.2,72,1012.7,4.1
108,서울,2023-03-28 0:00,5.2,,1.3,71,1012.9,3.4
108,서울,2023-03-28 1:00,5,,0.8,73,1013,2.9
108,서울,2023-03-28 2:00,4.5,,0,75,1012.9,2.4
108,서울,2023-03-28 3:00,4.3,,0.8,80,1012.7,2.1
108,서울,2023-03-28 4:00,3.7,,1.4,79,1012.6,1.7
108,서울,2023-03-28 5:00,3.3,,2.3,69,1012.6,1.5
108,서울,2023-03-28 6:00,2.9,,2.2,70,1013.2,1.3
108,서울,2023-03-28 7:00,2.8,,2.3,73,1013.7,1.8
108,서울,2023-03-28 8:00,4.6,,2.3,66,1014.2,5
108,서울,2023-03-28 9:00,7.5,,2.5,55,1014.5,12.1
108,서울,2023-03-28 10:00,9.7,,1.5,45,1014.9,16.8
108,서울,2023-03-28 11:00,11.1,,1,40,1014.6,16.7
108,서울,2023-03-28 12:00,12.9,,3.2,31,1014.5,24.3
108,서울,2023-03-28 13:00,14.6,,3.2,23,1013.6,27.5
108,서울,2023-03-28 14:00,14.7,,3.1,24,1012.8,27.7
108,서울,2023-03-28 15:00,15,,3.7,26,1012.4,25
108,서울,2023-03-28 16:00,15.2,,3.8,26,1012.2,23.4
108,서울,2023-03-28 17:00,14.9,,3.1,34,1011.8,17.8
108,서울,2023-03-28 18:00,13.7,,3.2,37,1011.7,12.8
108,서울,2023-03-28 19:00,12.2,,3.1,44,1012,9.8
108,서울,2023-03-28 20:00,10.7,,2.1,53,1012.2,8
108,서울,2023-03-28 21:00,9.6,,2.4,59,1012.8,7
108,서울,2023-03-28 22:00,8.8,,1.3,60,1012.9,5.6
108,서울,2023-03-28 23:00,7.9,,1.3,65,1013.1,5
108,서울,2023-03-29 0:00,7.6,,1,68,1013.3,4.6
108,서울,2023-03-29 1:00,6.8,,1.7,73,1013.4,4
108,서울,2023-03-29 2:00,6.3,,0.3,77,1013,3.3
108,서울,2023-03-29 3:00,6.1,,0.6,73,1012.6,2.9
108,서울,2023-03-29 4:00,5.9,,0.7,72,1012.5,2.8
108,서울,2023-03-29 5:00,5.4,,2,75,1012.5,2.5
108,서울,2023-03-29 6:00,5.2,,1.4,75,1012.8,2.1
108,서울,2023-03-29 7:00,5.2,,1.2,74,1013.2,2.7
108,서울,2023-03-29 8:00,6.5,,1.4,72,1013.9,6.6
108,서울,2023-03-29 9:00,9.6,,2.2,64,1013.8,13.8
108,서울,2023-03-29 10:00,12.6,,2,54,1013.3,20.7
108,서울,2023-03-29 11:00,14.7,,1.8,45,1012.9,27.5
108,서울,2023-03-29 12:00,16.6,,1.1,38,1012.1,31.2
108,서울,2023-03-29 13:00,18.1,,2.4,25,1011.5,31.9
108,서울,2023-03-29 14:00,19.6,,2.5,31,1010.5,32.7
108,서울,2023-03-29 15:00,19.4,,3.4,26,1010.1,30.2
108,서울,2023-03-29 16:00,18.8,,4,21,1010,26
108,서울,2023-03-29 17:00,18.1,,3.3,21,1009.9,19.8
108,서울,2023-03-29 18:00,16.6,,3.1,30,1010.1,15
108,서울,2023-03-29 19:00,14.4,,2.9,35,1010.3,11.4
108,서울,2023-03-29 20:00,13.1,,2.2,33,1010.6,9.3
108,서울,2023-03-29 21:00,11.8,,0.8,44,1010.8,8.1
108,서울,2023-03-29 22:00,10.8,,1.6,46,1010.9,7
108,서울,2023-03-29 23:00,10.1,,1.5,51,1010.9,6.1
108,서울,2023-03-30 0:00,9.4,,1.6,52,1010.8,5.4
108,서울,2023-03-30 1:00,9,,1.4,52,1010.7,4.8
108,서울,2023-03-30 2:00,8.2,,2.2,54,1010.4,4.5
108,서울,2023-03-30 3:00,7.9,,1.4,57,1009.9,3.8
108,서울,2023-03-30 4:00,7.3,,1.1,59,1009.7,3.4
108,서울,2023-03-30 5:00,7.1,,1,55,1009.8,3
108,서울,2023-03-30 6:00,6.6,,1.8,57,1010,2.7
108,서울,2023-03-30 7:00,6.6,,1.7,57,1010.1,3.3
108,서울,2023-03-30 8:00,8.1,,1.4,55,1010.4,7.2
108,서울,2023-03-30 9:00,11.3,,1.7,47,1010.7,14.8
108,서울,2023-03-30 10:00,14.7,,0.9,38,1010.7,23
108,서울,2023-03-30 11:00,16.9,,2.5,37,1010.1,29.7
108,서울,2023-03-30 12:00,18.7,,3,32,1009.5,33.9
108,서울,2023-03-30 13:00,19.5,,3.6,26,1008.7,35.6
108,서울,2023-03-30 14:00,20.3,,3.6,21,1007.8,35.8
108,서울,2023-03-30 15:00,20.9,,3.9,23,1007.3,33.3
108,서울,2023-03-30 16:00,21,,2.8,26,1006.9,29.2
108,서울,2023-03-30 17:00,20.1,,3.5,25,1006.7,22.2
108,서울,2023-03-30 18:00,18.5,,3.6,26,1006.9,16.2
108,서울,2023-03-30 19:00,16.2,,3.4,32,1007.2,12.7
108,서울,2023-03-30 20:00,14.3,,3,39,1007.6,10.7
108,서울,2023-03-30 21:00,12.8,,2.2,46,1008.2,9.3
108,서울,2023-03-30 22:00,11.9,,2.1,49,1008.6,8.3
108,서울,2023-03-30 23:00,11.1,,1.4,50,1008.7,7.2
108,서울,2023-03-31 0:00,9.9,,1.6,52,1009,6.2
108,서울,2023-03-31 1:00,9.2,,1.5,55,1009.1,5.5
108,서울,2023-03-31 2:00,8.8,,2.2,57,1008.9,5.2
108,서울,2023-03-31 3:00,8.3,,0.4,59,1008.7,4.6
108,서울,2023-03-31 4:00,8,,0.1,58,1008.4,4.2
108,서울,2023-03-31 5:00,8,,1.3,57,1008.7,4.1
108,서울,2023-03-31 6:00,7.7,,1.1,58,1008.8,3.9
108,서울,2023-03-31 7:00,7.6,,2.3,60,1009.3,4.7
108,서울,2023-03-31 8:00,9.2,,1.5,57,1009.4,8.5
108,서울,2023-03-31 9:00,12.4,,1.1,47,1009.7,16.7
108,서울,2023-03-31 10:00,15.5,,0.7,37,1009.6,24.9
108,서울,2023-03-31 11:00,18.6,,1.5,30,1009.4,31.6
108,서울,2023-03-31 12:00,20.3,,3.1,29,1008.7,35.5
108,서울,2023-03-31 13:00,22,,2.5,27,1007.9,37.9
108,서울,2023-03-31 14:00,23.2,,2.2,25,1007,38.5
108,서울,2023-03-31 15:00,23.4,,3.2,25,1006.1,35.6
108,서울,2023-03-31 16:00,23.3,,3.3,28,1005.6,30.7
108,서울,2023-03-31 17:00,22,,4.4,30,1005.5,24.2
108,서울,2023-03-31 18:00,20.2,,3.5,35,1005.5,18
108,서울,2023-03-31 19:00,18,,3.1,37,1005.9,14.2
108,서울,2023-03-31 20:00,16.2,,3,36,1006.1,12.2
108,서울,2023-03-31 21:00,14.8,,2.4,40,1006.6,10.6
108,서울,2023-03-31 22:00,14,,1.8,41,1006.8,9.4
108,서울,2023-03-31 23:00,13.1,,2,45,1006.9,8.5
108,서울,2023-04-01 0:00,12.5,,1.4,47,1006.9,8
108,서울,2023-04-01 1:00,11.7,,1.1,50,1007,7.4
108,서울,2023-04-01 2:00,11,,1.6,55,1007,6.9
108,서울,2023-04-01 3:00,10.5,,1,56,1006.8,6.4
108,서울,2023-04-01 4:00,10.4,,1.3,58,1006.4,6.2
108,서울,2023-04-01 5:00,10.2,,1,58,1006.3,5.7
108,서울,2023-04-01 6:00,9.8,,2.4,61,1006.5,5.5
108,서울,2023-04-01 7:00,9.4,,2,64,1006.6,6.2
108,서울,2023-04-01 8:00,11.3,,1.9,59,1006.8,10.2
108,서울,2023-04-01 9:00,14.7,,1.8,49,1007.2,18.6
108,서울,2023-04-01 10:00,17.8,,1.7,38,1007.2,26.5
108,서울,2023-04-01 11:00,20.6,,1.8,32,1006.9,33.2
108,서울,2023-04-01 12:00,22.3,,2.3,27,1006.3,37.3
108,서울,2023-04-01 13:00,23.8,,1.7,25,1005.3,39.5
108,서울,2023-04-01 14:00,25,,1.1,22,1004.3,39.7
108,서울,2023-04-01 15:00,25.2,,1.7,21,1003.4,33.3
108,서울,2023-04-01 16:00,25.5,,1.7,20,1003,31.5
108,서울,2023-04-01 17:00,25,,2.5,20,1002.8,24.8
108,서울,2023-04-01 18:00,22.6,,3,28,1003.3,19.3
108,서울,2023-04-01 19:00,20.4,,2.6,34,1003.4,15.3
108,서울,2023-04-01 20:00,19.2,,2.6,39,1003.8,13.5
108,서울,2023-04-01 21:00,18.4,,3.4,38,1004.3,13.3
108,서울,2023-04-01 22:00,17.7,,2,37,1004.7,12.2
108,서울,2023-04-01 23:00,17,,0.3,38,1005.3,11.5
108,서울,2023-04-02 0:00,16.2,,1.1,43,1005.8,10.3
108,서울,2023-04-02 1:00,15.1,,2.4,39,1006,9.3
108,서울,2023-04-02 2:00,14.6,,1.4,44,1006.1,8.3
108,서울,2023-04-02 3:00,14.2,,1.5,42,1006.3,7.7
108,서울,2023-04-02 4:00,13.3,,2.3,44,1006.9,7.2
108,서울,2023-04-02 5:00,12.6,,2.2,47,1007.4,6.8
108,서울,2023-04-02 6:00,12.1,,2.8,48,1008,6.7
108,서울,2023-04-02 7:00,12.2,,2.8,47,1008.5,8.4
108,서울,2023-04-02 8:00,14.8,,2.8,40,1009.5,12.7
108,서울,2023-04-02 9:00,17.2,,5,32,1010.1,20.8
108,서울,2023-04-02 10:00,19.3,,3.3,27,1010.2,28.8
108,서울,2023-04-02 11:00,21,,4.3,20,1009.8,35.1
108,서울,2023-04-02 12:00,22.5,,2.8,18,1009.1,40.2
108,서울,2023-04-02 13:00,23.7,,3.5,17,1008.5,42.7
108,서울,2023-04-02 14:00,24.3,,2.6,17,1007.9,42
108,서울,2023-04-02 15:00,25.1,,2.8,18,1007.2,39
108,서울,2023-04-02 16:00,24.9,,2.1,17,1006.5,33.3
108,서울,2023-04-02 17:00,24.5,,2.2,18,1006.7,26
108,서울,2023-04-02 18:00,23.5,,1.9,19,1007,19.4
108,서울,2023-04-02 19:00,21.6,,1.2,22,1007.4,14.6
108,서울,2023-04-02 20:00,20,,1,23,1008.2,12.6
108,서울,2023-04-02 21:00,18.7,,1.7,27,1009,11.4
108,서울,2023-04-02 22:00,18.4,,2.4,28,1010.1,11.4
108,서울,2023-04-02 23:00,17.8,,2.6,30,1010.5,10.9
108,서울,2023-04-03 0:00,16.8,,2.4,33,1010.5,9.8
108,서울,2023-04-03 1:00,16,,2,34,1011,9.1
108,서울,2023-04-03 2:00,15.1,,1.8,35,1011.1,8.3
108,서울,2023-04-03 3:00,13.8,,2.2,40,1011.1,7.4
108,서울,2023-04-03 4:00,12.9,,1.8,40,1011.6,6.6
108,서울,2023-04-03 5:00,12.6,,1.3,41,1011.9,6.3
108,서울,2023-04-03 6:00,11.8,,2.1,46,1012.1,6
108,서울,2023-04-03 7:00,11.6,,3,48,1012.4,7.1
108,서울,2023-04-03 8:00,14.1,,3,41,1012.9,12.5
108,서울,2023-04-03 9:00,17,,3.9,33,1013.2,21.7
108,서울,2023-04-03 10:00,19.2,,3,28,1013.1,28.6
108,서울,2023-04-03 11:00,21,,3.5,24,1012.8,34.6
108,서울,2023-04-03 12:00,22.4,,2.7,21,1012.3,39.5
108,서울,2023-04-03 13:00,24.1,,3.3,19,1011.6,42.8
108,서울,2023-04-03 14:00,24.9,,3,19,1010.5,42.5
108,서울,2023-04-03 15:00,25.3,,2.3,18,1009.8,38.6
108,서울,2023-04-03 16:00,25.8,,2.4,18,1009.3,34.1
108,서울,2023-04-03 17:00,25.2,,3,17,1009.5,26.5
108,서울,2023-04-03 18:00,24,,2.3,18,1009.5,20
108,서울,2023-04-03 19:00,22.6,,2.5,21,1009.7,16.1
108,서울,2023-04-03 20:00,20.5,,2,27,1010.5,14.3
108,서울,2023-04-03 21:00,19.5,,1.1,31,1011,12.7
108,서울,2023-04-03 22:00,19,,1.4,29,1011.2,12.5
108,서울,2023-04-03 23:00,18.7,,2.4,28,1011.3,13
108,서울,2023-04-04 0:00,18.5,,2.4,28,1011,12.6
108,서울,2023-04-04 1:00,18,,1.5,30,1010.6,12.5
108,서울,2023-04-04 2:00,17.6,,2.2,32,1010.3,12.4
108,서울,2023-04-04 3:00,16.9,,2.2,33,1009.5,11.9
108,서울,2023-04-04 4:00,16.7,,3.1,22,1009.7,11.7
108,서울,2023-04-04 5:00,16.2,,1.8,20,1009.6,10.9
108,서울,2023-04-04 6:00,15.5,,2.8,22,1009.4,9.9
108,서울,2023-04-04 7:00,15.1,,2.4,23,1009.9,10.9
108,서울,2023-04-04 8:00,16.1,,3,23,1009.9,15.4
108,서울,2023-04-04 9:00,17.9,,2,20,1009.8,23.8
108,서울,2023-04-04 10:00,18.7,,3.5,19,1010.2,24.2
108,서울,2023-04-04 11:00,20,,2.4,18,1009.9,28.8
108,서울,2023-04-04 12:00,21.1,,2,19,1009,32
108,서울,2023-04-04 13:00,21.4,,1.4,19,1008.3,28
108,서울,2023-04-04 14:00,21.6,,1.1,20,1007.4,27.6
108,서울,2023-04-04 15:00,21.5,,0.8,25,1006.7,24.8
108,서울,2023-04-04 16:00,20.9,,2,25,1005.9,20.4
108,서울,2023-04-04 17:00,20.3,,2.9,24,1005.3,18.7
108,서울,2023-04-04 18:00,20.1,,2.9,25,1005.1,17.6
108,서울,2023-04-04 19:00,19.8,0,2.6,37,1005.9,16.2
108,서울,2023-04-04 20:00,16.9,0,3.5,64,1006.8,14.8
108,서울,2023-04-04 21:00,15.2,0.2,2.1,84,1007.5,13.6
108,서울,2023-04-04 22:00,14.4,1,2.6,92,1007.3,13.3
108,서울,2023-04-04 23:00,13.5,2.8,4,95,1005.9,12.7
108,서울,2023-04-05 0:00,12.7,2.9,4.3,95,1004.4,12.2
108,서울,2023-04-05 1:00,12.2,3.4,5.4,98,1002.9,11.8
108,서울,2023-04-05 2:00,12.2,1.7,3.7,98,1002.3,11.9
108,서울,2023-04-05 3:00,12.2,2.3,4.7,100,1001.3,11.9
108,서울,2023-04-05 4:00,12.3,3.9,4.3,100,1000.4,11.9
108,서울,2023-04-05 5:00,12.3,3.8,3.4,100,999.4,11.9
108,서울,2023-04-05 6:00,12.5,3.9,3.9,100,998.9,12
108,서울,2023-04-05 7:00,12.6,3.6,3.3,100,998.7,12.3
108,서울,2023-04-05 8:00,12.8,2.2,3.1,100,998.4,12.6
108,서울,2023-04-05 9:00,13.1,2.6,3.1,100,998.1,13.1
108,서울,2023-04-05 10:00,13.4,2,2.7,100,997.6,13.6
108,서울,2023-04-05 11:00,13.9,2.8,3.2,100,997.1,14.5
108,서울,2023-04-05 12:00,14.4,4,2.3,100,996.6,14.5
108,서울,2023-04-05 13:00,14.8,7.8,1.5,100,996.4,15.1
108,서울,2023-04-05 14:00,14.2,5.8,3.2,96,995.8,14.8
108,서울,2023-04-05 15:00,14.1,0,4.5,96,995.5,14.4
108,서울,2023-04-05 16:00,12.5,0,4.5,97,996,13.3
108,서울,2023-04-05 17:00,11.5,0.3,2.9,98,996.3,12.7
108,서울,2023-04-05 18:00,10.4,0,3.8,95,997,11.5
108,서울,2023-04-05 19:00,9.6,0,3.3,96,997.3,10.8
